# YYYY MM DD HHMM  Lon_sid(deg)  Lat(deg)  Dist(AU)  Ayanamsa(deg)
2024 05 03 0000  266.568777  2.748206  18.484518  25.078828
2024 05 04 0000  266.546450  2.751330  18.434644  25.078845
2024 05 05 0000  266.523164  2.754454  18.384880  25.078854
2024 05 06 0000  266.498907  2.757578  18.335232  25.078864
2024 05 07 0000  266.473670  2.760700  18.285705  25.078884
2024 05 08 0000  266.447443  2.763820  18.236303  25.078923
2024 05 09 0000  266.420228  2.766936  18.187033  25.078981
2024 05 10 0000  266.392027  2.770049  18.137899  25.079053
2024 05 11 0000  266.362851  2.773156  18.088907  25.079133
2024 05 12 0000  266.332710  2.776256  18.040061  25.079212
2024 05 13 0000  266.301612  2.779350  17.991365  25.079282
2024 05 14 0000  266.269564  2.782436  17.942825  25.079341
2024 05 15 0000  266.236570  2.785513  17.894445  25.079387
2024 05 16 0000  266.202632  2.788581  17.846229  25.079420
2024 05 17 0000  266.167750  2.791638  17.798181  25.079442
2024 05 18 0000  266.131924  2.794685  17.750306  25.079458
2024 05 19 0000  266.095153  2.797720  17.702608  25.079472
2024 05 20 0000  266.057436  2.800742  17.655090  25.079489
2024 05 21 0000  266.018771  2.803752  17.607758  25.079513
2024 05 22 0000  265.979158  2.806747  17.560614  25.079549
2024 05 23 0000  265.938599  2.809728  17.513663  25.079598
2024 05 24 0000  265.897096  2.812693  17.466908  25.079663
2024 05 25 0000  265.854657  2.815642  17.420353  25.079739
2024 05 26 0000  265.811291  2.818574  17.374003  25.079822
2024 05 27 0000  265.767009  2.821488  17.327860  25.079905
2024 05 28 0000  265.721823  2.824384  17.281929  25.079980
2024 05 29 0000  265.675743  2.827260  17.236213  25.080042
2024 05 30 0000  265.628778  2.830116  17.190717  25.080087
2024 05 31 0000  265.580932  2.832950  17.145444  25.080117
2024 06 01 0000  265.532206  2.835762  17.100398  25.080136
2024 06 02 0000  265.482599  2.838550  17.055584  25.080154
2024 06 03 0000  265.432107  2.841313  17.011005  25.080179
2024 06 04 0000  265.380731  2.844051  16.966666  25.080219
2024 06 05 0000  265.328478  2.846761  16.922569  25.080278
2024 06 06 0000  265.275358  2.849444  16.878719  25.080353
2024 06 07 0000  265.221388  2.852097  16.835120  25.080439
2024 06 08 0000  265.166586  2.854721  16.791775  25.080527
2024 06 09 0000  265.110971  2.857314  16.748686  25.080610
2024 06 10 0000  265.054562  2.859875  16.705858  25.080681
2024 06 11 0000  264.997371  2.862403  16.663293  25.080740
2024 06 12 0000  264.939411  2.864898  16.620994  25.080784
2024 06 13 0000  264.880693  2.867358  16.578963  25.080817
2024 06 14 0000  264.821225  2.869784  16.537204  25.080841
2024 06 15 0000  264.761015  2.872174  16.495718  25.080862
2024 06 16 0000  264.700072  2.874528  16.454508  25.080883
2024 06 17 0000  264.638404  2.876845  16.413576  25.080910
2024 06 18 0000  264.576019  2.879124  16.372923  25.080947
2024 06 19 0000  264.512928  2.881364  16.332554  25.080997
2024 06 20 0000  264.449142  2.883566  16.292468  25.081061
2024 06 21 0000  264.384676  2.885728  16.252668  25.081139
2024 06 22 0000  264.319547  2.887849  16.213156  25.081226
2024 06 23 0000  264.253776  2.889930  16.173934  25.081316
2024 06 24 0000  264.187385  2.891969  16.135003  25.081399
2024 06 25 0000  264.120394  2.893965  16.096365  25.081470
2024 06 26 0000  264.052822  2.895918  16.058022  25.081522
2024 06 27 0000  263.984684  2.897827  16.019976  25.081558
2024 06 28 0000  263.915988  2.899691  15.982229  25.081581
2024 06 29 0000  263.846743  2.901509  15.944782  25.081600
2024 06 30 0000  263.776956  2.903281  15.907638  25.081625
2024 07 01 0000  263.706636  2.905004  15.870797  25.081661
2024 07 02 0000  263.635797  2.906680  15.834262  25.081715
2024 07 03 0000  263.564458  2.908306  15.798034  25.081784
2024 07 04 0000  263.492641  2.909882  15.762114  25.081866
2024 07 05 0000  263.420374  2.911407  15.726504  25.081953
2024 07 06 0000  263.347683  2.912881  15.691204  25.082037
2024 07 07 0000  263.274596  2.914303  15.656214  25.082112
2024 07 08 0000  263.201136  2.915672  15.621536  25.082173
2024 07 09 0000  263.127325  2.916989  15.587170  25.082221
2024 07 10 0000  263.053183  2.918252  15.553116  25.082255
2024 07 11 0000  262.978727  2.919462  15.519373  25.082280
2024 07 12 0000  262.903973  2.920618  15.485943  25.082298
2024 07 13 0000  262.828937  2.921720  15.452824  25.082316
2024 07 14 0000  262.753634  2.922767  15.420016  25.082338
2024 07 15 0000  262.678082  2.923760  15.387519  25.082368
2024 07 16 0000  262.602298  2.924697  15.355332  25.082409
2024 07 17 0000  262.526299  2.925580  15.323455  25.082464
2024 07 18 0000  262.450106  2.926407  15.291887  25.082533
2024 07 19 0000  262.373742  2.927179  15.260626  25.082612
2024 07 20 0000  262.297233  2.927896  15.229673  25.082697
2024 07 21 0000  262.220606  2.928557  15.199025  25.082780
2024 07 22 0000  262.143891  2.929162  15.168683  25.082852
2024 07 23 0000  262.067113  2.929711  15.138645  25.082906
2024 07 24 0000  261.990294  2.930203  15.108910  25.082941
2024 07 25 0000  261.913452  2.930639  15.079478  25.082960
2024 07 26 0000  261.836599  2.931018  15.050347  25.082973
2024 07 27 0000  261.759746  2.931339  15.021517  25.082988
2024 07 28 0000  261.682906  2.931603  14.992986  25.083015
2024 07 29 0000  261.606099  2.931809  14.964753  25.083057
2024 07 30 0000  261.529347  2.931956  14.936817  25.083116
2024 07 31 0000  261.452677  2.932046  14.909177  25.083186
2024 08 01 0000  261.376118  2.932077  14.881831  25.083263
2024 08 02 0000  261.299701  2.932050  14.854776  25.083339
2024 08 03 0000  261.223457  2.931965  14.828011  25.083407
2024 08 04 0000  261.147414  2.931821  14.801534  25.083464
2024 08 05 0000  261.071597  2.931620  14.775342  25.083506
2024 08 06 0000  260.996030  2.931362  14.749433  25.083535
2024 08 07 0000  260.920733  2.931046  14.723803  25.083553
2024 08 08 0000  260.845725  2.930673  14.698450  25.083564
2024 08 09 0000  260.771025  2.930244  14.673372  25.083571
2024 08 10 0000  260.696649  2.929759  14.648564  25.083582
2024 08 11 0000  260.622617  2.929219  14.624024  25.083599
2024 08 12 0000  260.548945  2.928624  14.599749  25.083626
2024 08 13 0000  260.475652  2.927975  14.575735  25.083666
2024 08 14 0000  260.402761  2.927271  14.551978  25.083718
2024 08 15 0000  260.330292  2.926515  14.528476  25.083783
2024 08 16 0000  260.258269  2.925705  14.505224  25.083856
2024 08 17 0000  260.186720  2.924844  14.482219  25.083929
2024 08 18 0000  260.115672  2.923931  14.459458  25.083996
2024 08 19 0000  260.045152  2.922967  14.436936  25.084048
2024 08 20 0000  259.975184  2.921952  14.414651  25.084081
2024 08 21 0000  259.905785  2.920887  14.392599  25.084095
2024 08 22 0000  259.836967  2.919772  14.370777  25.084098
2024 08 23 0000  259.768740  2.918607  14.349180  25.084101
2024 08 24 0000  259.701112  2.917393  14.327806  25.084114
2024 08 25 0000  259.634099  2.916131  14.306651  25.084143
2024 08 26 0000  259.567718  2.914820  14.285711  25.084189
2024 08 27 0000  259.501994  2.913461  14.264983  25.084248
2024 08 28 0000  259.436955  2.912055  14.244462  25.084315
2024 08 29 0000  259.372626  2.910603  14.224144  25.084381
2024 08 30 0000  259.309035  2.909105  14.204025  25.084441
2024 08 31 0000  259.246206  2.907562  14.184101  25.084491
2024 09 01 0000  259.184161  2.905975  14.164366  25.084527
2024 09 02 0000  259.122920  2.904345  14.144816  25.084549
2024 09 03 0000  259.062497  2.902672  14.125446  25.084560
2024 09 04 0000  259.002909  2.900959  14.106252  25.084562
2024 09 05 0000  258.944168  2.899205  14.087228  25.084561
2024 09 06 0000  258.886285  2.897412  14.068368  25.084561
2024 09 07 0000  258.829274  2.895582  14.049669  25.084567
2024 09 08 0000  258.773146  2.893714  14.031124  25.084582
2024 09 09 0000  258.717914  2.891811  14.012729  25.084609
2024 09 10 0000  258.663592  2.889873  13.994478  25.084649
2024 09 11 0000  258.610194  2.887901  13.976366  25.084700
2024 09 12 0000  258.557737  2.885897  13.958388  25.084760
2024 09 13 0000  258.506239  2.883862  13.940538  25.084825
2024 09 14 0000  258.455719  2.881796  13.922811  25.084886
2024 09 15 0000  258.406198  2.879701  13.905202  25.084937
2024 09 16 0000  258.357691  2.877577  13.887705  25.084971
2024 09 17 0000  258.310212  2.875426  13.870316  25.084986
2024 09 18 0000  258.263769  2.873248  13.853030  25.084986
2024 09 19 0000  258.218363  2.871045  13.835842  25.084982
2024 09 20 0000  258.173993  2.868816  13.818747  25.084984
2024 09 21 0000  258.130661  2.866563  13.801739  25.085002
2024 09 22 0000  258.088376  2.864286  13.784815  25.085039
2024 09 23 0000  258.047152  2.861987  13.767969  25.085092
2024 09 24 0000  258.007007  2.859666  13.751196  25.085156
2024 09 25 0000  257.967961  2.857324  13.734491  25.085221
2024 09 26 0000  257.930033  2.854963  13.717847  25.085281
2024 09 27 0000  257.893237  2.852583  13.701261  25.085330
2024 09 28 0000  257.857587  2.850186  13.684726  25.085367
2024 09 29 0000  257.823091  2.847772  13.668236  25.085389
2024 09 30 0000  257.789759  2.845344  13.651786  25.085400
2024 10 01 0000  257.757594  2.842903  13.635370  25.085402
2024 10 02 0000  257.726600  2.840449  13.618982  25.085400
2024 10 03 0000  257.696780  2.837984  13.602617  25.085398
2024 10 04 0000  257.668136  2.835509  13.586268  25.085401
2024 10 05 0000  257.640668  2.833026  13.569930  25.085413
2024 10 06 0000  257.614380  2.830536  13.553598  25.085436
2024 10 07 0000  257.589275  2.828040  13.537264  25.085473
2024 10 08 0000  257.565358  2.825539  13.520925  25.085521
2024 10 09 0000  257.542635  2.823035  13.504573  25.085578
2024 10 10 0000  257.521113  2.820529  13.488203  25.085641
2024 10 11 0000  257.500799  2.818022  13.471810  25.085703
2024 10 12 0000  257.481702  2.815516  13.455388  25.085758
2024 10 13 0000  257.463829  2.813010  13.438933  25.085799
2024 10 14 0000  257.447184  2.810507  13.422437  25.085824
2024 10 15 0000  257.431768  2.808007  13.405898  25.085834
2024 10 16 0000  257.417572  2.805511  13.389309  25.085834
2024 10 17 0000  257.404589  2.803020  13.372666  25.085835
2024 10 18 0000  257.392806  2.800534  13.355963  25.085850
2024 10 19 0000  257.382219  2.798055  13.339197  25.085884
2024 10 20 0000  257.372827  2.795583  13.322362  25.085938
2024 10 21 0000  257.364639  2.793120  13.305453  25.086007
2024 10 22 0000  257.357663  2.790666  13.288466  25.086082
2024 10 23 0000  257.351911  2.788221  13.271396  25.086153
2024 10 24 0000  257.347389  2.785789  13.254236  25.086214
2024 10 25 0000  257.344100  2.783368  13.236983  25.086262
2024 10 26 0000  257.342045  2.780961  13.219631  25.086296
2024 10 27 0000  257.341221  2.778569  13.202174  25.086318
2024 10 28 0000  257.341623  2.776193  13.184608  25.086330
2024 10 29 0000  257.343245  2.773834  13.166927  25.086336
2024 10 30 0000  257.346079  2.771494  13.149127  25.086342
2024 10 31 0000  257.350118  2.769173  13.131201  25.086352
2024 11 01 0000  257.355352  2.766873  13.113146  25.086370
2024 11 02 0000  257.361775  2.764595  13.094956  25.086400
2024 11 03 0000  257.369380  2.762340  13.076625  25.086443
2024 11 04 0000  257.378161  2.760109  13.058150  25.086498
2024 11 05 0000  257.388115  2.757904  13.039526  25.086564
2024 11 06 0000  257.399239  2.755726  13.020747  25.086635
2024 11 07 0000  257.411531  2.753574  13.001809  25.086707
2024 11 08 0000  257.424990  2.751452  12.982708  25.086772
2024 11 09 0000  257.439614  2.749359  12.963440  25.086827
2024 11 10 0000  257.455396  2.747296  12.943999  25.086867
2024 11 11 0000  257.472330  2.745264  12.924383  25.086892
2024 11 12 0000  257.490402  2.743264  12.904587  25.086906
2024 11 13 0000  257.509596  2.741297  12.884608  25.086917
2024 11 14 0000  257.529892  2.739363  12.864442  25.086936
2024 11 15 0000  257.551273  2.737463  12.844085  25.086972
2024 11 16 0000  257.573728  2.735597  12.823535  25.087029
2024 11 17 0000  257.597251  2.733766  12.802787  25.087106
2024 11 18 0000  257.621843  2.731971  12.781838  25.087193
2024 11 19 0000  257.647507  2.730212  12.760685  25.087281
2024 11 20 0000  257.674244  2.728492  12.739324  25.087361
2024 11 21 0000  257.702051  2.726809  12.717750  25.087428
2024 11 22 0000  257.730921  2.725167  12.695962  25.087479
2024 11 23 0000  257.760845  2.723564  12.673954  25.087517
2024 11 24 0000  257.791810  2.722003  12.651724  25.087543
2024 11 25 0000  257.823802  2.720485  12.629268  25.087563
2024 11 26 0000  257.856805  2.719010  12.606582  25.087581
2024 11 27 0000  257.890804  2.717579  12.583663  25.087601
2024 11 28 0000  257.925783  2.716195  12.560507  25.087629
2024 11 29 0000  257.961726  2.714856  12.537111  25.087667
2024 11 30 0000  257.998620  2.713566  12.513472  25.087718
2024 12 01 0000  258.036450  2.712323  12.489588  25.087782
2024 12 02 0000  258.075206  2.711131  12.465453  25.087858
2024 12 03 0000  258.114877  2.709988  12.441067  25.087940
2024 12 04 0000  258.155455  2.708897  12.416426  25.088024
2024 12 05 0000  258.196932  2.707858  12.391527  25.088102
2024 12 06 0000  258.239298  2.706871  12.366369  25.088170
2024 12 07 0000  258.282543  2.705938  12.340948  25.088223
2024 12 08 0000  258.326650  2.705060  12.315263  25.088261
2024 12 09 0000  258.371603  2.704235  12.289312  25.088287
2024 12 10 0000  258.417377  2.703466  12.263092  25.088308
2024 12 11 0000  258.463951  2.702753  12.236603  25.088333
2024 12 12 0000  258.511300  2.702096  12.209842  25.088371
2024 12 13 0000  258.559403  2.701495  12.182808  25.088427
2024 12 14 0000  258.608247  2.700952  12.155501  25.088504
2024 12 15 0000  258.657823  2.700466  12.127917  25.088594
2024 12 16 0000  258.708125  2.700039  12.100057  25.088691
2024 12 17 0000  258.759151  2.699671  12.071917  25.088784
2024 12 18 0000  258.810894  2.699362  12.043498  25.088865
2024 12 19 0000  258.863344  2.699114  12.014797  25.088930
2024 12 20 0000  258.916487  2.698927  11.985813  25.088980
2024 12 21 0000  258.970306  2.698803  11.956544  25.089016
2024 12 22 0000  259.024780  2.698742  11.926988  25.089044
2024 12 23 0000  259.079890  2.698745  11.897146  25.089067
2024 12 24 0000  259.135614  2.698813  11.867014  25.089091
2024 12 25 0000  259.191930  2.698947  11.836593  25.089121
2024 12 26 0000  259.248818  2.699148  11.805880  25.089160
2024 12 27 0000  259.306257  2.699417  11.774875  25.089211
2024 12 28 0000  259.364228  2.699754  11.743576  25.089275
2024 12 29 0000  259.422715  2.700161  11.711984  25.089350
2024 12 30 0000  259.481700  2.700639  11.680097  25.089435
2024 12 31 0000  259.541171  2.701187  11.647914  25.089522
2025 01 01 0000  259.601114  2.701807  11.615435  25.089606
2025 01 02 0000  259.661515  2.702500  11.582660  25.089679
2025 01 03 0000  259.722360  2.703266  11.549588  25.089737
2025 01 04 0000  259.783629  2.704106  11.516220  25.089779
2025 01 05 0000  259.845299  2.705020  11.482556  25.089807
2025 01 06 0000  259.907342  2.706009  11.448597  25.089828
2025 01 07 0000  259.969732  2.707073  11.414342  25.089850
2025 01 08 0000  260.032438  2.708213  11.379792  25.089883
2025 01 09 0000  260.095437  2.709428  11.344949  25.089931
2025 01 10 0000  260.158708  2.710720  11.309812  25.089997
2025 01 11 0000  260.222234  2.712089  11.274383  25.090079
2025 01 12 0000  260.286004  2.713536  11.238662  25.090169
2025 01 13 0000  260.350009  2.715060  11.202650  25.090259
2025 01 14 0000  260.414238  2.716664  11.166348  25.090341
2025 01 15 0000  260.478679  2.718347  11.129756  25.090408
2025 01 16 0000  260.543316  2.720111  11.092876  25.090459
2025 01 17 0000  260.608127  2.721956  11.055707  25.090494
2025 01 18 0000  260.673090  2.723884  11.018252  25.090519
2025 01 19 0000  260.738179  2.725895  10.980509  25.090537
2025 01 20 0000  260.803367  2.727990  10.942481  25.090554
2025 01 21 0000  260.868631  2.730170  10.904168  25.090574
2025 01 22 0000  260.933942  2.732437  10.865570  25.090603
2025 01 23 0000  260.999277  2.734791  10.826690  25.090642
2025 01 24 0000  261.064611  2.737233  10.787529  25.090693
2025 01 25 0000  261.129922  2.739764  10.748086  25.090756
2025 01 26 0000  261.195189  2.742385  10.708365  25.090829
2025 01 27 0000  261.260390  2.745097  10.668366  25.090907
2025 01 28 0000  261.325509  2.747901  10.628090  25.090985
2025 01 29 0000  261.390527  2.750797  10.587540  25.091054
2025 01 30 0000  261.455425  2.753786  10.546718  25.091110
2025 01 31 0000  261.520181  2.756869  10.505625  25.091147
2025 02 01 0000  261.584768  2.760047  10.464263  25.091169
2025 02 02 0000  261.649154  2.763320  10.422636  25.091180
2025 02 03 0000  261.713305  2.766688  10.380745  25.091190
2025 02 04 0000  261.777186  2.770152  10.338593  25.091209
2025 02 05 0000  261.840767  2.773713  10.296183  25.091243
2025 02 06 0000  261.904021  2.777371  10.253518  25.091294
2025 02 07 0000  261.966927  2.781126  10.210599  25.091360
2025 02 08 0000  262.029467  2.784980  10.167431  25.091436
2025 02 09 0000  262.091626  2.788933  10.124016  25.091513
2025 02 10 0000  262.153387  2.792986  10.080356  25.091584
2025 02 11 0000  262.214732  2.797140  10.036453  25.091643
2025 02 12 0000  262.275641  2.801396  9.992312  25.091686
2025 02 13 0000  262.336090  2.805754  9.947933  25.091714
